Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
88d520e7-276e-65c7-1b5b-354aa27f2358,06-08-2003,,999-65-3260,S99943561,,Mr.,Stevie682,Wolff180,,,,white,hispanic,M,Weymouth  Massachusetts  US,747 Schultz Wynd,Lakeville,Massachusetts,Plymouth County,,41.84206911,-70.91102276,1122972.415,164771.625
32cd9cb6-2fca-7062-98f0-020f9946a6f5,07-12-1997,,999-38-9750,S99965355,X32360540X,Mr.,Stanford577,Schoen8,,,,white,nonhispanic,M,Dartmouth  Massachusetts  US,669 Schmidt Annex Apt 66,Northbridge,Massachusetts,Worcester County,,42.12185868,-71.69480833,601603.6025,1366.5675
c42fab5d-77f6-9b8a-2e33-3339cc104394,25-02-1991,,999-68-7833,S99911315,X52134439X,Mr.,Hilario934,Stracke611,,,M,white,nonhispanic,M,Wilmington  Massachusetts  US,946 White Pathway Suite 50,New Bedford,Massachusetts,Bristol County,2745,41.587325,-71.0152568,28777.93,0
3d5f91c2-0539-37c9-0691-d2bbe28c78e3,01-03-2002,,999-20-4381,S99923610,,Ms.,Lashonda618,Klein929,,,,white,nonhispanic,F,Cambridge  Massachusetts  US,1030 Ledner Club Unit 86,Bourne,Massachusetts,Barnstable County,,41.77896569,-70.63844751,570693.255,267.765
a0d22ce4-8c1f-1168-5a83-aff4f79f4a1f,07-01-1989,,999-93-9172,S99977621,X53602914X,Mr.,Merlin721,Hane680,,,M,white,nonhispanic,M,Mansfield  Massachusetts  US,1079 Wiegand Alley Suite 26,Cambridge,Massachusetts,Middlesex County,2140,42.37442927,-71.0948557,808429.5275,518.3325
7e2e283e-fef9-4061-4fa7-cf68be4a6dbf,25-03-2017,,999-28-8368,,,,Latesha830,Breitenberg711,,,,asian,nonhispanic,F,Belmont  Massachusetts  US,963 Langosh Station,Medford,Massachusetts,Middlesex County,,42.4696254,-71.06829867,125567.25,0
25d06c17-e5a4-02b2-a18f-67886970cefa,02-02-1969,,999-66-7856,S99937288,X41644284X,Mrs.,Illa976,Kuphal363,,Pagac496,M,black,nonhispanic,F,Webster  Massachusetts  US,497 Miller Divide Unit 37,Boston,Massachusetts,Suffolk County,2130,42.30132663,-71.13990951,1097057.509,582015.7615
065e8a3d-b782-c088-2a17-6498d7d190bc,01-11-1996,,999-98-7243,S99957909,X88664635X,Mr.,Ezequiel972,Gulgowski816,,,,white,nonhispanic,M,Woburn  Massachusetts  US,110 Torphy Key,Braintree,Massachusetts,Norfolk County,2184,42.23573056,-71.00802047,620519.34,12186.75
35514332-8f8e-fc6c-6dc4-850fc975f574,20-05-1969,05-01-1993,999-43-9266,S99924990,X25960382X,Mr.,Benjamin360,Pfeffer420,,,,asian,nonhispanic,M,Chongqing  Chongqing Municipality  CN,667 Howell Esplanade Unit 23,Boston,Massachusetts,Suffolk County,2115,42.37845683,-71.12618484,1166745.32,0
b75fc5f1-10f0-5103-82f3-e7957a48132a,23-04-1962,,999-79-2194,S99934490,X60808386X,Ms.,Lora418,Kilback373,,,S,white,nonhispanic,F,Gill  Massachusetts  US,468 Bins Track Suite 3,Raynham,Massachusetts,Bristol County,,41.92637258,-71.02391936,3435766.86,22541.46
a4ce9a28-c676-33d4-1656-0cb7e4419883,25-02-2009,,999-31-6930,,,,Arnette709,Schamberger479,,,,white,nonhispanic,F,Upton  Massachusetts  US,183 Auer Trailer Unit 2,Northwest Harwich,Massachusetts,Barnstable County,,41.67857734,-70.14993087,232409.9575,3037.7025
df9b9e5b-c894-1879-c153-3e9df381f15b,10-01-1981,,999-60-8749,S99968145,X57643535X,Mrs.,Karma832,Klocko335,,Kohler843,M,white,hispanic,F,Springfield  Massachusetts  US,615 Frami Crossroad,Clinton,Massachusetts,Worcester County,1510,42.45377959,-71.70039211,421092.2055,790870.5445
140c88b4-afb8-dca3-92e5-3e688aa19800,20-05-2018,,999-74-8211,,,,Terri848,Grimes165,,,,white,nonhispanic,F,Leominster  Massachusetts  US,1004 Reichert Vale Apt 38,Uxbridge,Massachusetts,Worcester County,,42.09041429,-71.66042427,92022.17,56.22
7ec518e6-787e-cc8a-28f2-6da51fe584b8,19-07-1926,02-06-2010,999-47-8110,S99960805,X88527204X,Mr.,Scott935,Jakubowski832,,,M,white,nonhispanic,M,Brockton  Massachusetts  US,447 Marquardt Village Suite 92,Wakefield,Massachusetts,Middlesex County,1880,42.51914108,-71.09190399,2685963.155,517648.4145
17eddffe-9412-688c-7944-65251314b1c0,21-11-1977,,999-11-9036,S99978871,X40317298X,Mr.,Orval846,Schaefer657,,,M,white,nonhispanic,M,Hull  Massachusetts  US,759 Stanton Union,Burlington,Massachusetts,Middlesex County,,42.54006072,-71.18436861,1096723.97,2199.36
2783a318-7e6d-e3a7-fce7-2a70e66c6ba9,27-01-2006,,999-74-1908,,,,Yevette778,Tillman293,,,,white,nonhispanic,F,Amherst  Massachusetts  US,1046 Farrell Corner Unit 88,Swansea,Massachusetts,Bristol County,,41.79346954,-71.23548688,410812.72,0
153c68e6-08e5-a751-1f6b-4439d279681d,27-11-1951,,999-95-8491,S99919171,X75482818X,Mr.,Brain142,Wuckert783,,,M,white,nonhispanic,M,Boston  Massachusetts  US,826 DuBuque Corner,Dennis,Massachusetts,Barnstable County,,41.69941684,-70.20731435,2234679.01,62377.95
918e387f-cb9a-ec9f-ab54-65467a4df548,12-04-1995,,999-24-9850,S99939099,X5171132X,Mr.,Frederick289,Conroy74,,,,white,nonhispanic,M,Methuen  Massachusetts  US,750 Feeney Terrace Apt 93,Boston,Massachusetts,Suffolk County,2110,42.21683791,-71.11819233,1458838.32,1277.19
f4018f25-2220-b846-1dea-5d0818e0baea,29-04-1971,06-02-1972,999-31-4093,,,,Vennie613,Hermiston71,,,,white,nonhispanic,F,Shirley  Massachusetts  US,538 Morar Trafficway,Lowell,Massachusetts,Middlesex County,1854,42.66441981,-71.34942706,26742.31,0
1fe3dce8-51b2-98ed-751e-dd8f64a48fb7,15-04-1976,,999-67-4107,S99944410,X15086099X,Mr.,Martin117,Raynor401,,,M,white,nonhispanic,M,Amherst Center  Massachusetts  US,515 Cormier Village,Melrose,Massachusetts,Middlesex County,,42.44510971,-71.06786593,1074784.28,204.39
79823958-40ce-9882-a2da-9ff37be49b19,01-07-1969,,999-73-7072,S99998636,X47165432X,Mrs.,Dorathy429,Wunsch504,,Kulas532,M,black,nonhispanic,F,Boston  Massachusetts  US,686 Kshlerin Parade,Westfield,Massachusetts,Hampden County,1086,42.16017368,-72.80038241,1758916.621,238540.4795
177971b9-2284-1459-06de-165414d9de11,12-10-1989,,999-31-4903,S99993496,X32639231X,Mrs.,Russell422,Robel940,,Leuschke194,M,white,nonhispanic,F,Lexington  Massachusetts  US,548 Farrell Path Suite 6,North Adams,Massachusetts,Berkshire County,1247,42.72003692,-73.10576768,1555287.998,197730.3825
57e403fc-885a-3b44-804e-a034ca08413c,20-05-1969,,999-87-1892,S99978148,X78538580X,Mr.,Marc757,Rutherford999,,,S,asian,nonhispanic,M,Hong Kong  Hong Kong Special Administrative Region  CN,434 Langworth Ville Suite 56,Boston,Massachusetts,Suffolk County,2113,42.32750955,-71.08965618,1289751.178,12090.5325
7d5e31d3-163b-4a77-576b-1ed21adf8c09,24-01-2021,,999-61-3773,,,,Eli762,Douglas31,,,,white,nonhispanic,M,Boston  Massachusetts  US,981 Feeney Vista,Springfield,Massachusetts,Hampden County,1105,42.09439748,-72.49243252,27109.5,34.35
146f9020-c423-72ce-7c96-12e60f3f5910,26-04-2009,,999-25-6534,,,,Darin74,Williamson769,,,,white,nonhispanic,M,Billerica  Massachusetts  US,496 Blanda Forge Unit 90,Taunton,Massachusetts,Bristol County,,41.91273165,-71.07690636,327545.6175,7949.8425
767e1d64-d100-a9ec-fe05-073c6857ffa8,10-04-1965,,999-11-9695,S99948686,X71590169X,Ms.,Kylee806,Rempel203,,,S,black,nonhispanic,F,Weymouth  Massachusetts  US,609 Champlin Terrace,Revere,Massachusetts,Suffolk County,,42.41390472,-70.97305126,2210637.786,349290.944
355a3cad-a055-c14b-117e-47accfc708ca,12-01-1991,,999-62-5328,S99998129,X24450449X,Mrs.,Carole948,Konopelski743,,Kulas532,M,white,nonhispanic,F,Franklin  Massachusetts  US,616 Kulas Stravenue,Cambridge,Massachusetts,Middlesex County,2472,42.38678046,-71.1778238,929404.801,356003.799
e841df97-29d6-fe22-3ebc-a837d092b339,29-04-1971,,999-92-2026,S99946928,X36556404X,Mrs.,Zandra428,Kerluke267,,Huel628,M,white,nonhispanic,F,North Reading  Massachusetts  US,904 Marks Camp Suite 72,Lowell,Massachusetts,Middlesex County,1854,42.65839817,-71.35658006,2097055.601,35113.7385
7683e3a1-996d-1f2a-8bca-a463ad969cc1,04-04-1958,,999-95-4370,S99967577,X37085741X,Mrs.,Luanna919,Schuppe920,,Kohler843,M,white,nonhispanic,F,Boston  Massachusetts  US,521 Conroy Crossing,Carver,Massachusetts,Plymouth County,,41.90676164,-70.70149032,1564581.051,180781.949
7442e18c-ac59-805d-6140-6db8778408b5,03-11-2006,,999-36-1547,,,,Kristeen693,Paucek755,,,,other,nonhispanic,F,Sharon  Massachusetts  US,797 Nikolaus Lane Suite 38,Lowell,Massachusetts,Middlesex County,1851,42.62918311,-71.26878943,377244.57,659.22
e65573ba-e39e-bac4-2e49-2d3cf9a538b8,03-06-1965,,999-74-2017,S99935685,X18910084X,Ms.,Elza246,Johnson679,,,S,white,nonhispanic,F,Boston  Massachusetts  US,665 Mayert Common Apt 54,Braintree,Massachusetts,Norfolk County,2184,42.25200991,-71.04628518,2239357.518,406383.472
1a9659fb-0cbb-50af-d820-04a12c1b2604,24-10-2008,,999-90-4292,,,,Sylvia544,Collins926,,,,white,nonhispanic,F,Shrewsbury  Massachusetts  US,482 Collier Spur Apt 44,Lowell,Massachusetts,Middlesex County,1854,42.64034014,-71.32004511,167199.69,0
ce032ded-978b-b56b-425f-5159d4a4038e,30-01-1988,22-09-1988,999-17-4216,,,,Francisco472,Stracke611,,,,white,hispanic,M,Framingham  Massachusetts  US,1060 Legros Viaduct,Somerville,Massachusetts,Middlesex County,2144,42.37368204,-71.13577196,30735.91,0
a8c08d9f-a2ae-46c6-0371-f596ed13d1cf,19-07-1926,01-05-2020,999-76-3663,S99926333,X52499790X,Mr.,Parker433,Hauck852,,,M,white,nonhispanic,M,Boston  Massachusetts  US,1088 Robel Vale Apt 87,Wakefield,Massachusetts,Middlesex County,1940,42.51478902,-71.02999903,2274651.791,803731.109
58a3b04c-07b8-fd55-b008-316dbd1fe190,09-06-1984,,999-99-7021,S99977581,X29794551X,Mrs.,Carman694,Wyman904,,Kiehn525,M,white,nonhispanic,F,West Springfield  Massachusetts  US,689 Ondricka Underpass,Bedford,Massachusetts,Middlesex County,1730,42.45924152,-71.29464497,1350906.034,583250.886
fcf025a4-3827-2f50-d719-c8981cdffda9,26-04-1964,,999-79-6586,S99968965,X47865486X,Mr.,Tracy345,Kirlin939,,,S,white,nonhispanic,M,Lawrence  Massachusetts  US,1040 Emmerich Heights,Northbridge,Massachusetts,Worcester County,,42.10785923,-71.66836051,181042.686,70921.034
03b291e7-6d3f-d687-eac7-cb46455f34e3,16-05-1938,,999-36-6068,S99995629,X25939616X,Mr.,Rudolf736,Reilly981,PhD,,M,white,nonhispanic,M,Weymouth  Massachusetts  US,576 Dare Corner Apt 25,Westwood,Massachusetts,Norfolk County,,42.23834905,-71.21343189,1943519.025,33800.595
1f06f787-61cd-dd2d-a6b2-347507100f10,07-07-1974,,999-39-9348,S99925093,X30136080X,Mr.,Noel608,Quigley282,,,S,white,nonhispanic,M,Williamstown  Massachusetts  US,706 Baumbach Terrace,Mansfield Center,Massachusetts,Bristol County,,42.06861446,-71.18331513,1028714.002,2114.4975
22b01ffb-7537-e873-3a7c-0d6961c498d7,29-10-2018,,999-61-6244,,,,Elton404,Homenick806,,,,black,nonhispanic,M,Marlborough  Massachusetts  US,859 King Road,Middleborough,Massachusetts,Plymouth County,,41.90654157,-70.82643897,88103.03,206.22
80591a09-43a2-3933-605e-d14dd364f2c5,05-09-1996,,999-54-7963,S99925899,X50906127X,Ms.,Ciara810,Effertz744,,,,white,nonhispanic,F,Lynn  Massachusetts  US,522 Altenwerth Divide,Boston,Massachusetts,Suffolk County,2125,42.2953934,-71.0387122,1228658.78,360575.8805
f53de9cd-1222-a913-829a-08a06e9b1581,18-06-2004,,999-72-4879,S99993234,,,Tyler508,Bergnaum523,,,,white,nonhispanic,M,Holliston  Massachusetts  US,740 Goodwin Corner Apt 26,Wellesley,Massachusetts,Norfolk County,2481,42.29528125,-71.31571642,438602.8175,906.3225
811c2d6c-eef7-0134-6f19-d4aea9606922,08-04-1980,,999-18-7464,S99922570,X41778439X,Mr.,Floyd420,Kunze215,,,M,white,nonhispanic,M,Westford  Massachusetts  US,635 Borer Lane Unit 4,Dover,Massachusetts,Norfolk County,2030,42.25776078,-71.28144848,1071479.327,21124.0725
75bae569-fca6-6a70-00fe-2910d51ddd65,30-01-1988,,999-61-5889,S99987011,X50963702X,Mr.,Jewell855,Schmidt332,,,M,white,hispanic,M,Boston  Massachusetts  US,583 Leuschke Ville Unit 51,Somerville,Massachusetts,Middlesex County,2155,42.40594819,-71.14502503,838124.175,1384.305
34f26c54-34b6-ad2b-db7c-5ff818b0456c,11-02-1991,,999-58-7405,S99913802,X7702108X,Mr.,Darrel772,O'Reilly797,,,M,white,nonhispanic,M,Boston  Massachusetts  US,122 Satterfield Neck Suite 20,Brookline,Massachusetts,Norfolk County,2467,42.32187088,-71.14792227,808206.4425,1982.1675
7014a3c8-c168-7809-d981-f7f4cc181442,22-05-1966,,999-29-2584,S99978327,X81349489X,Mrs.,Noriko180,Mayert710,,Ward668,M,white,nonhispanic,F,Raynham  Massachusetts  US,1002 Grimes Key Suite 18,Wenham,Massachusetts,Essex County,,42.59576101,-70.87717035,3491927.891,98696.4495
c03807d7-0b42-0490-23f0-8caeb7c38e74,19-07-1926,06-09-1995,999-54-3679,S99988410,X69412774X,Mr.,Marion502,Ondricka197,,,M,white,nonhispanic,M,Grafton  Massachusetts  US,182 Hansen Hollow Apt 29,Wakefield,Massachusetts,Middlesex County,,42.48441187,-71.06328452,3194932.11,1232.79
b67cb13c-7ae0-70a5-c1f8-9bf1af3e2ec2,20-12-1968,,999-98-9977,S99967240,X54426193X,Mrs.,Myrna889,Schroeder447,,Trantow673,M,white,nonhispanic,F,Pittsfield  Massachusetts  US,838 Wuckert Landing,Huntington,Massachusetts,Hampshire County,1050,42.26868307,-72.87659407,2151550.709,448877.871
ed803173-5e55-aecd-5055-591164ee3005,26-12-1955,17-09-2012,999-51-9902,S99984898,X13763083X,Mr.,Octavio643,Solano766,,,M,white,hispanic,M,Roseau  Saint George  DM,396 Bayer Gardens Apt 81,Quincy,Massachusetts,Norfolk County,2169,42.28939254,-70.98687382,1660084.165,89161.245
5e4a0309-e8c1-c58c-bb7f-208dbe06cb13,21-05-1942,,999-45-6464,S99988566,X53191950X,Mr.,Leland44,Runolfsdottir785,,,M,white,nonhispanic,M,Marlborough  Massachusetts  US,531 Lowe Lodge Suite 70,Northbridge,Massachusetts,Worcester County,,42.15452507,-71.64788308,1936730.789,68595.421
4c7bbf23-68f4-86e8-c61e-1a1b1e81c4ea,06-10-1950,,999-43-6810,S99926125,X8913825X,Mr.,Ike571,Harvey63,,,M,white,nonhispanic,M,Northborough  Massachusetts  US,685 Grady Forge Suite 55,Braintree,Massachusetts,Norfolk County,,42.24478587,-71.01922066,1838037.082,75280.7175
ce6fbb19-19f4-b597-7df8-8bb192f78da8,23-09-1956,,999-58-3173,S99967959,X73005810X,Mrs.,Hulda44,Reichel38,,Luettgen772,M,white,nonhispanic,F,Brockton  Massachusetts  US,497 Gusikowski Extension,Southbridge,Massachusetts,Worcester County,1550,42.02516393,-72.07909807,2983892.668,187621.7215
bf113937-f532-94bb-66e1-9c7111f68207,03-06-1983,30-05-2019,999-11-8798,S99933308,X5011818X,Mrs.,Shakira391,Haag279,,Moore224,M,black,hispanic,F,North Lakeville  Massachusetts  US,976 Kilback Terrace,Holyoke,Massachusetts,Hampden County,1040,42.20452633,-72.66165288,1153272.67,0
3a364909-94ec-e0c4-0156-8a2e15fa354e,10-08-1961,,999-32-6662,S99943606,X68078082X,Mr.,German382,Trantow673,,,M,other,nonhispanic,M,East Brookfield  Massachusetts  US,1078 Dibbert Rue,Leominster,Massachusetts,Worcester County,,42.51292125,-71.74505087,1514622.292,6112.0875
475803f3-ae29-ba8d-bdd1-25145a94eaee,05-12-1977,,999-46-6435,S99935213,X62687987X,Mr.,Cleveland582,Dach178,,,M,white,nonhispanic,M,Franklin  Massachusetts  US,794 Nienow Quay Unit 96,Stoughton,Massachusetts,Norfolk County,,42.07056024,-71.14404461,1076008.895,166.485
6f35c499-7420-2122-d3b4-ea13cc57669d,08-10-1972,,999-77-1469,S99942107,X80656093X,Mrs.,Henriette328,Flatley871,,Fisher429,M,hawaiian,nonhispanic,F,Concord  Massachusetts  US,449 Johnson Frontage road,Whitinsville,Massachusetts,Worcester County,1588,42.16498942,-71.72152671,1746836.703,8851.5975
96a91c58-1099-af08-0aee-3d924cd5c7e8,03-06-1983,,999-83-1282,S99929154,X53825134X,Mrs.,Kristi306,Anderson154,,Borer986,M,black,hispanic,F,Boston  Massachusetts  US,223 Rohan Bypass Suite 95,Holyoke,Massachusetts,Hampden County,1040,42.18247673,-72.64015686,1271021.938,219354.772
7f571b07-f9a5-da74-3547-5f83bedcc5b7,26-12-1955,,999-66-4157,S99911839,X2532083X,Mr.,José Emilio366,Cadena322,,,M,white,hispanic,M,Wesley  Saint Andrew Parish  DM,212 Bahringer Lock Unit 83,Quincy,Massachusetts,Norfolk County,2170,42.28039695,-71.01809436,1603209.845,1081.725
0e78dfee-9af0-046c-39bb-33fdcb910976,23-04-1964,,999-28-6683,S99973670,X32925491X,Mr.,Carol737,Lesch175,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,589 Hoeger Dale Unit 40,Bourne,Massachusetts,Barnstable County,,41.71729811,-70.6264786,2699630.227,3440.6325
1e6c1763-afae-06b8-e9ec-6a3cfee72c45,30-09-2012,,999-22-9855,,,,Anderson154,Haag279,,,,white,nonhispanic,M,Hingham  Massachusetts  US,166 Jerde Pathway Suite 28,Norton,Massachusetts,Bristol County,,41.95500792,-71.20845413,226608.6675,2908.8525
5ec53533-38d5-fd93-159b-7389ffd95940,19-07-1926,,999-53-5811,S99914158,X82081492X,Mr.,Jewel43,McClure239,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,745 Breitenberg Tunnel,Wakefield,Massachusetts,Middlesex County,1940,42.52115349,-71.08189991,2372510.15,128214.4405
4b0917d5-d8b8-ca5a-9bce-658885b34afe,24-03-2001,,999-35-5393,S99968500,X22307395X,Mr.,Manual570,Morissette863,,,,white,nonhispanic,M,Randolph  Massachusetts  US,665 Schulist Dam,Sandwich,Massachusetts,Barnstable County,,41.72148416,-70.49169415,505147.5475,7447.0725
03bb882e-730f-0d96-cd3d-3caee932fef6,30-12-1956,,999-34-4514,S99921326,X28910085X,Mrs.,Regenia619,Gibson10,,Batz141,M,white,nonhispanic,F,Leominster  Massachusetts  US,906 Mertz Divide Unit 26,Salisbury,Massachusetts,Essex County,1952,42.83312212,-70.87469182,2700908.87,156126.63
9cbf47d8-b59a-ef34-c330-77accc084c17,09-09-1934,,999-22-6740,S99919161,X12593111X,Ms.,Santina680,Kub800,,,S,white,nonhispanic,F,Brookline  Massachusetts  US,583 Smitham Passage Apt 99,Brockton,Massachusetts,Plymouth County,2351,42.10054838,-71.00325317,3014163.068,633922.9715
03a870d0-f88c-5cf7-538d-491923a3b57b,15-05-1956,,999-73-5086,S99994268,X33920624X,Mrs.,Clare187,Miller503,,Klocko335,M,black,nonhispanic,F,Boston  Massachusetts  US,589 Jacobs Flat,Raynham Center,Massachusetts,Bristol County,2768,41.88937569,-71.06646004,2984580.687,784523.3335
f2308839-f572-e86e-8f29-cb0fd61e0f57,21-08-2013,,999-45-1259,,,,Ozella681,Ortiz186,,,,white,nonhispanic,F,Dracut  Massachusetts  US,726 Hills Passage,Sharon,Massachusetts,Norfolk County,2067,42.13302316,-71.2288601,208968.63,0
3ec37e85-5d7f-2ace-82cf-352d99ccdb8a,06-12-1964,,999-47-4001,S99984977,X19133706X,Mr.,Rodney21,Kohler843,,,S,asian,nonhispanic,M,Ho Chi Minh City  Gia Định  VN,395 Pollich Throughway Suite 87,Cambridge,Massachusetts,Middlesex County,2138,42.34764924,-71.08031995,1464022.233,8666.1375
6d715e84-4c7a-e4a9-e8ce-6065e2607107,12-03-1999,,999-13-1931,S99980332,X36827885X,Ms.,Shonta375,Dickinson688,,,,hawaiian,nonhispanic,F,Wareham  Massachusetts  US,520 Heidenreich Path Apt 84,Newton,Massachusetts,Middlesex County,2462,42.31835482,-71.24712112,776222.9425,4226.5275
56cfe6a5-4835-d925-fd7a-84faf11306f0,27-12-1969,,999-16-7101,S99994613,X43367999X,Mr.,Matthew562,O'Connell601,,,M,white,nonhispanic,M,Whitman  Massachusetts  US,777 Bergstrom Haven,Norton,Massachusetts,Bristol County,,41.95276796,-71.21905675,1311371.65,8546.01
c2786fee-2b45-56cd-f36c-96ad2ce9ab01,01-11-1951,,999-74-2353,S99941285,X45062570X,Mr.,Bernard308,Walsh511,,,M,white,nonhispanic,M,Fitchburg  Massachusetts  US,313 Zboncak Mission,Everett,Massachusetts,Middlesex County,,42.44660338,-71.04308563,2744802.436,30073.8345
9a89902c-ba23-e035-51fc-1dd6285e6309,02-08-1976,,999-91-1078,S99940391,X17170526X,Mrs.,Trisha327,Murray856,,Ledner144,M,white,nonhispanic,F,Newton  Massachusetts  US,751 Altenwerth Ferry Suite 32,Weymouth,Massachusetts,Norfolk County,,42.23900913,-70.92107764,2199824.402,181552.888
3a240793-dc26-8138-00da-bdff02591677,22-09-1950,,999-97-6651,S99979390,X26059821X,Mrs.,Voncile324,Schultz619,,Abshire638,M,white,nonhispanic,F,Arlington  Massachusetts  US,1047 Heathcote Quay,Malden,Massachusetts,Middlesex County,,42.44349216,-71.08459933,2491958.597,213310.353
d29560ea-5e1b-99a1-1beb-e8dd19b67468,25-10-1961,,999-65-2973,S99938214,X48390913X,Mr.,Sherwood961,Glover433,,,M,white,nonhispanic,M,Westford  Massachusetts  US,1089 Ruecker Track Unit 24,Dedham,Massachusetts,Norfolk County,2026,42.21559394,-71.2625531,1576848.323,1271.9175
c8448d6d-50cc-98e8-ceb0-7f7babf8c8c3,14-01-1970,,999-81-4027,S99926054,X13456869X,Mr.,Luciano237,Bode78,,,M,white,nonhispanic,M,Braintree  Massachusetts  US,940 Murphy Tunnel Unit 39,Fairhaven,Massachusetts,Bristol County,,41.61238275,-70.86457233,1337134.3,10817.61
8daa23b6-137c-abd3-58c8-da0f70b98143,31-03-2015,,999-82-4846,,,,Elenora790,Buckridge80,,,,white,nonhispanic,F,Falmouth  Massachusetts  US,716 Medhurst Walk Unit 96,Plymouth,Massachusetts,Plymouth County,,41.86144497,-70.59286973,185855.78,206.22
1293efbb-72dc-8b15-3bd6-916f96ed54f4,18-10-1959,,999-73-1445,S99971978,X3223002X,Mr.,Chauncey770,Jones311,,,M,white,nonhispanic,M,Framingham  Massachusetts  US,786 Sipes Gate,Franklin,Massachusetts,Norfolk County,,42.10002434,-71.3982799,1535479.895,14816.295
b84e121c-8ce7-a6e9-9c45-f6867bcb757d,31-01-1988,,999-98-9736,S99950937,X11006825X,Mr.,Darrell400,Pollich983,,,M,white,nonhispanic,M,Middleton  Massachusetts  US,968 Kling Avenue Apt 51,Cambridge,Massachusetts,Middlesex County,2141,42.38446594,-71.10638264,1659964.873,4667.0175
1376b3c5-6250-0dcb-0a6d-d9c595a1e167,29-05-1987,,999-98-7891,S99958603,X61971934X,Mr.,Keneth579,Kozey370,,,M,white,nonhispanic,M,Westford  Massachusetts  US,811 Ferry Route Unit 47,Westfield,Massachusetts,Hampden County,,42.11142708,-72.78360581,830892.5675,2638.0725
be11f8fe-52e4-7748-8835-1f2435aeb7db,28-04-2020,,999-28-9940,,,,Reynaldo722,Koch169,,,,white,nonhispanic,M,Littleton  Massachusetts  US,1000 Kovacek Heights Apt 27,Lynn,Massachusetts,Essex County,1940,42.48331487,-71.00731562,44472.3425,65.5875
eb2f8ba1-fd23-fdbb-dbe3-484a3d58244e,22-06-1913,,999-98-7216,S99949779,X72129908X,Mrs.,Claude750,Nikolaus26,,Mills423,M,white,nonhispanic,F,Bridgewater  Massachusetts  US,971 Schoen Green,Chesterfield,Massachusetts,Hampshire County,,42.42153628,-72.8762397,2919032.919,355508.371
b8c195d4-0396-fb84-3aa2-57dd23ff5a23,09-12-1977,,999-40-9663,S99955723,X30665475X,Mr.,Alexander630,Kovacek682,,,S,black,nonhispanic,M,Cambridge  Massachusetts  US,722 Bailey Harbor,Franklin,Massachusetts,Norfolk County,2038,42.06976215,-71.42968999,1104770.768,1647.2625
55c5b8d3-99d0-58ad-8444-e42bb81bd5c7,04-12-1941,,999-66-7084,S99966939,X49125805X,Mr.,Jospeh459,Gerhold939,,,S,white,nonhispanic,M,Fitchburg  Massachusetts  US,161 Eichmann Grove Suite 84,Fall River,Massachusetts,Bristol County,2721,41.70920136,-71.0246543,1.26E+07,91344.6075
7a929240-2387-1d5c-664b-d643ee18bb39,20-11-1993,,999-12-3972,S99939736,X51986702X,Mrs.,Felicitas300,Kovacek682,,Lebsack687,M,white,nonhispanic,F,Deerfield  Massachusetts  US,953 Christiansen Avenue Unit 32,Gloucester,Massachusetts,Essex County,1930,42.63390758,-70.67942528,958998.4685,321695.5815
423a9252-21e3-6141-4207-46a9066fd7f4,14-12-2020,,999-94-4527,,,,Pam996,Kris249,,,,black,nonhispanic,F,Boston  Massachusetts  US,343 McKenzie Trail,Revere,Massachusetts,Suffolk County,,42.44777353,-71.03797108,3173.6035,3298.4665
dfb2da7f-ed8b-1d6e-504e-db4ace36cee5,14-12-1983,,999-71-3984,S99929906,X15615907X,Mr.,Tyson541,Bailey598,,,M,white,nonhispanic,M,Bellingham  Massachusetts  US,627 Hermann Hollow,Wayland,Massachusetts,Middlesex County,,42.40752982,-71.38310678,958548.3575,969.7725
01f8bbfd-cfc6-3b97-8bc1-8da6f0b4a9a8,15-01-2011,,999-70-7412,,,,Eustolia154,Barton704,,,,white,nonhispanic,F,Boston  Massachusetts  US,359 Schmitt Track Unit 80,Somerville,Massachusetts,Middlesex County,2155,42.45145234,-71.09535444,261963.635,90.885
92895f1d-3f61-fc09-a300-e3e533a25592,05-06-1974,,999-23-5390,S99990789,X64916399X,Mrs.,Bea654,Rice937,,Glover433,M,white,nonhispanic,F,Brockton  Massachusetts  US,650 Gutmann Club Suite 12,Bridgewater,Massachusetts,Plymouth County,,41.97200016,-71.00694865,1733526.601,259886.0895
418c6a4c-1615-cba9-80b3-ac2901f4c07f,18-09-1950,,999-82-2148,S99982318,X73927817X,Ms.,Laurine214,Cronin387,,,S,white,nonhispanic,F,Quincy  Massachusetts  US,957 Fay Gateway,Foxborough,Massachusetts,Norfolk County,,42.09017478,-71.2639965,2659399.854,755510.266
a57215c7-228c-a1f3-ac96-c5fbe7f3e3f6,20-12-1914,22-08-2009,999-33-3995,S99966278,X52217819X,Mr.,Duncan491,Dooley940,,,M,black,nonhispanic,M,Cambridge  Massachusetts  US,1003 Wiza Approach Unit 98,Boston,Massachusetts,Suffolk County,2125,42.31390067,-71.19207615,2416598.99,902484.6305
